ID,descriptive_id,sensical,query_type,rung,phenomenon,simpson,truth,prompt,truth_norm,pred
6160,frontdoor_n_nde_nonsense3,0,nde,3,frontdoor,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Fyqo has a direct effect on rujz and qwiu. Rujz has a direct effect on kwox. Kwox has a direct effect on qwiu. Fyqo is unobserved.  If we disregard the mediation effect through kwox, would rujz still positively affect qwiu?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V3"" to denote ""kwox"". Use ""V1"" to denote ""fyqo"". Use ""X"" to denote ""rujz"". Use ""Y"" to denote ""qwiu"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V3"" to denote ""kwox"". Use ""V1"" to denote ""fyqo"". Use ""X"" to denote ""rujz"". Use ""Y"" to denote ""qwiu"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,No
8978,nondet-diamondcut_a_ett_firing_squad,-1,ett,3,nondet-diamondcut,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rifleman1 shooting has a direct effect on captain's command to execute the prisoner and shooting rifleman2. Captain's command to execute the prisoner has a direct effect on thin lip shape. Shooting rifleman2 has a direct effect on thin lip shape. For captains who release prisoners and riflemen2 do not shoot, the probability of thin lip shape is 33.43%. For captains who release prisoners and riflemen shoot, the probability of thin lip shape is 41.81%. For captains who execute prisoners and riflemen2 do not shoot, the probability of thin lip shape is 53.47%. For captains who execute prisoners and riflemen shoot, the probability of thin lip shape is 76.04%. For captains who release prisoners, the probability of shooting rifleman2 is 43.56%. For captains who execute prisoners, the probability of shooting rifleman2 is 31.33%. For captains who execute prisoners, would it be more likely to see thin lip shape if the captain had released the prisoner?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V1"" to denote ""rifleman1's action"". Use ""V3"" to denote ""rifleman2's action"". Use ""X"" to denote ""captain's command"". Use ""Y"" to denote ""lip shape"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V1"" to denote ""rifleman1's action"". Use ""V3"" to denote ""rifleman2's action"". Use ""X"" to denote ""captain's command"". Use ""Y"" to denote ""lip shape"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,Yes
435,IV_n_correlation_nonsense2,0,correlation,1,IV,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Fygo has a direct effect on vwem and jyko. Wibm has a direct effect on vwem. Vwem has a direct effect on jyko. Fygo is unobserved. For those who are not vwem, the probability of jyko is 13.84%. For those who are vwem, the probability of jyko is 68.88%. Is the chance of jyko larger when observing vwem?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V2"" to denote ""wibm"". Use ""V1"" to denote ""fygo"". Use ""X"" to denote ""vwem"". Use ""Y"" to denote ""jyko"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V2"" to denote ""wibm"". Use ""V1"" to denote ""fygo"". Use ""X"" to denote ""vwem"". Use ""Y"" to denote ""jyko"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,Yes
3106,chain_c_nie_smoke_birthWeight,1,nie,3,chain,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking mother has a direct effect on low infant birth weight. Low infant birth weight has a direct effect on infant mortality. For children with nonsmoking mothers, the probability of infant mortality is 86.07%. For children with smoking mothers, the probability of infant mortality is 85.25%. Does maternal smoking status affect infant mortality through infant's birth weight?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""maternal smoking status"". Use ""V2"" to denote ""infant's birth weight"". Use ""Y"" to denote ""infant mortality"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""maternal smoking status"". Use ""V2"" to denote ""infant's birth weight"". Use ""Y"" to denote ""infant mortality"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,No
2310,chain_n_backadj_nonsense9,0,backadj,2,chain,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyko has a direct effect on zory. Zory has a direct effect on uvzo.  To understand how jyko affects uvzo, should we look directly at how jyko correlates with uvzo in general, or this correlation case by case according to jyko, zory, uvzo? Use ""Yes"" to indicate the former, and ""No"" to indicate the latter.

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""jyko"". Use ""V2"" to denote ""zory"". Use ""Y"" to denote ""uvzo"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""jyko"". Use ""V2"" to denote ""zory"". Use ""Y"" to denote ""uvzo"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,Yes
9565,nondet-diamondcut_n_nie_nonsense1,0,nie,3,nondet-diamondcut,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vyta has a direct effect on jyke and fyqi. Jyke has a direct effect on ovka. Fyqi has a direct effect on ovka.  Does jyke affect ovka through either of vyta, or fyqi?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V1"" to denote ""vyta"". Use ""V3"" to denote ""fyqi"". Use ""X"" to denote ""jyke"". Use ""Y"" to denote ""ovka"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V1"" to denote ""vyta"". Use ""V3"" to denote ""fyqi"". Use ""X"" to denote ""jyke"". Use ""Y"" to denote ""ovka"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,Yes
3563,collision_n_ett_nonsense2,0,ett,3,collision,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vwem has a direct effect on wibm. Jyko has a direct effect on wibm.  For those who are vwem, would it be more likely to see jyko if it had been vwem?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""vwem"". Use ""Y"" to denote ""jyko"". Use ""V3"" to denote ""wibm"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""vwem"". Use ""Y"" to denote ""jyko"". Use ""V3"" to denote ""wibm"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,No
8883,nondet-diamondcut_n_correlation_nonsense2,0,correlation,1,nondet-diamondcut,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibm has a direct effect on vwem and fygo. Vwem has a direct effect on jyko. Fygo has a direct effect on jyko. For those who are not vwem, the probability of jyko is 11.44%. For those who are vwem, the probability of jyko is 19.56%. Is the chance of jyko larger when observing vwem?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V1"" to denote ""wibm"". Use ""V3"" to denote ""fygo"". Use ""X"" to denote ""vwem"". Use ""Y"" to denote ""jyko"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V1"" to denote ""wibm"". Use ""V3"" to denote ""fygo"". Use ""X"" to denote ""vwem"". Use ""Y"" to denote ""jyko"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,Yes
3951,collision_n_nde_nonsense6,0,nde,3,collision,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rujx has a direct effect on snov. Nyrp has a direct effect on snov.  If we disregard the mediation effect through snov, would rujx still positively affect nyrp?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""rujx"". Use ""Y"" to denote ""nyrp"". Use ""V3"" to denote ""snov"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""rujx"". Use ""Y"" to denote ""nyrp"". Use ""V3"" to denote ""snov"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,No
2832,chain_n_marginal_nonsense6,0,marginal,1,chain,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rujx has a direct effect on snov. Snov has a direct effect on nyrp. The overall probability of nyrp is 28.80%. Is the overall likelihood of rujx greater than chance?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""rujx"". Use ""V2"" to denote ""snov"". Use ""Y"" to denote ""nyrp"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""rujx"". Use ""V2"" to denote ""snov"". Use ""Y"" to denote ""nyrp"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,No
2997,chain_a_nie_obesity_mortality,-1,nie,3,chain,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Window-shopping has a direct effect on diabetes condition. Diabetes condition has a direct effect on short lifespan. For people who are not window-shopping, the probability of short lifespan is 46.83%. For people who are window-shopping, the probability of short lifespan is 63.47%. Does window-shopping affect lifespan through diabetes condition?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""window-shopping"". Use ""V2"" to denote ""diabetes condition"". Use ""Y"" to denote ""lifespan"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""window-shopping"". Use ""V2"" to denote ""diabetes condition"". Use ""Y"" to denote ""lifespan"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,No
1377,arrowhead_c_correlation_firing_squad,1,correlation,1,arrowhead,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Captain's command to execute the prisoner has a direct effect on rifleman1 shooting and prisoner death. Shooting rifleman2 has a direct effect on rifleman1 shooting and prisoner death. Rifleman1 shooting has a direct effect on prisoner death. For captains who release prisoners, the probability of prisoner death is 28.93%. For captains who execute prisoners, the probability of prisoner death is 32.58%. Is the chance of prisoner death larger when observing captain's command to execute the prisoner?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""captain's command"". Use ""V3"" to denote ""rifleman1's action"". Use ""V2"" to denote ""rifleman2's action"". Use ""Y"" to denote ""prisoner"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""captain's command"". Use ""V3"" to denote ""rifleman1's action"". Use ""V2"" to denote ""rifleman2's action"". Use ""Y"" to denote ""prisoner"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,Yes
2651,chain_n_ett_nonsense9,0,ett,3,chain,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyko has a direct effect on zory. Zory has a direct effect on uvzo. For those who are not jyko, the probability of uvzo is 38.62%. For those who are jyko, the probability of uvzo is 70.82%. For those who are jyko, would it be more likely to see uvzo if it had been jyko?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""jyko"". Use ""V2"" to denote ""zory"". Use ""Y"" to denote ""uvzo"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""jyko"". Use ""V2"" to denote ""zory"". Use ""Y"" to denote ""uvzo"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,Yes
297,IV_c_backadj_smoking_gene_cancer,1,backadj,2,IV,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Good lifestyle has a direct effect on smoking gene and lung cancer. Smoker status has a direct effect on smoking gene. Smoking gene has a direct effect on lung cancer. Life style is unobserved.  To understand how gene affects lung, should we look directly at how gene correlates with lung in general, or this correlation case by case according to life style, smoking status? Use ""Yes"" to indicate the former, and ""No"" to indicate the latter.

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V2"" to denote ""smoking status"". Use ""V1"" to denote ""life style"". Use ""X"" to denote ""gene"". Use ""Y"" to denote ""lung"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V2"" to denote ""smoking status"". Use ""V1"" to denote ""life style"". Use ""X"" to denote ""gene"". Use ""Y"" to denote ""lung"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,No
4904,confounding_n_marginal_nonsense8,0,marginal,1,confounding,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kwoz has a direct effect on fyze and rukz. Fyze has a direct effect on rukz. The overall probability of rukz is 85.24%. Is the overall likelihood of fyze greater than chance?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V1"" to denote ""kwoz"". Use ""X"" to denote ""fyze"". Use ""Y"" to denote ""rukz"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V1"" to denote ""kwoz"". Use ""X"" to denote ""fyze"". Use ""Y"" to denote ""rukz"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,No
43,IV_a_ate_obesity_mortality,-1,ate,2,IV,False,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Nonsmoker has a direct effect on window-shopping and short lifespan. Diabetes condition has a direct effect on window-shopping. Window-shopping has a direct effect on short lifespan. Smoking status is unobserved. For individuals without diabetes, the probability of short lifespan is 96.66%. For individuals with diabetes, the probability of short lifespan is 96.42%. For individuals without diabetes, the probability of window-shopping is 87.00%. For individuals with diabetes, the probability of window-shopping is 85.00%. Will window-shopping increase the chance of short lifespan?

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""V2"" to denote ""diabetes condition"". Use ""V1"" to denote ""smoking status"". Use ""X"" to denote ""window-shopping"". Use ""Y"" to denote ""lifespan"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""V2"" to denote ""diabetes condition"". Use ""V1"" to denote ""smoking status"". Use ""X"" to denote ""window-shopping"". Use ""Y"" to denote ""lifespan"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",1,No
2303,chain_n_backadj_nonsense2,0,backadj,2,chain,False,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vwem has a direct effect on wibm. Wibm has a direct effect on jyko.  To understand how vwem affects jyko, should we look directly at how vwem correlates with jyko in general, or this correlation case by case according to vwem, wibm, jyko? Use ""Yes"" to indicate the former, and ""No"" to indicate the latter.

Hint: You can answer the question by following the subquestions below:

Step 1) Extract the causal graph: What is the causal graph expressed in the context? Use ""X"" to denote ""vwem"". Use ""V2"" to denote ""wibm"". Use ""Y"" to denote ""jyko"". Answer nothing else but each edge one by one, in the format of ""var1 -> var2"", and use "","" to separate the edges.

Step 2) Identify the query type: What is the query type of the above question? Choose one from ""marginal probability"", ""conditional probability"", ""explaining away effect"", ""backdoor adjustment set"", ""average treatment effect"", ""collider bias"", ""normal counterfactual question"", ""average treatment effect on treated"", ""natural direct effect"", or ""natural indirect effect"". Answer nothing else but a quoted choice from above.

Step 3) Translate the query to an estimand: Based on the type of the causal query, translate the question to a formal estimand. Use the ""do(·)"" notation or counterfactual notations whenever necessary.

Step 4) Collect all the available data: Extract all available data. Answer nothing else but marginal probabilities and conditional probabilities, in the form of ""P(...)=..."" or ""P(...|...)=..."", and use "";"" to separate each of them. Use ""X"" to denote ""vwem"". Use ""V2"" to denote ""wibm"". Use ""Y"" to denote ""jyko"".

Step 5) Solve for the estimand: Given all the information above, solve for the estimand mentioned before using causal inference skills such as do-calculus, counterfactual prediction, and the basics of probabilities. Answer step by step.",0,No
