ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
243      0.8866369616985321 0.8830680202799184 0.9094628989696503 0.9365429535129953 0.0008245393053277761 0.0018689483404159546 0.9216945958137512 0.9797279863789612 0.854223221540451 0.965793740222523 0.8120139837265015 0.9972713780403137 0.9889844059944153 0.005986988544464111 0.0032492876052856445 0.026114707030736314 0.32380928901202416 0.0009237592092221937 0.9180203296989202 0.03027147613465786
244      0.8880061432719231 0.8971152592982565 0.8689920082688332 0.9498508128002532 0.0018185309388421 0.0074320584535598755 0.8996890876442194 0.9536539817332272 0.7911640107631683 0.9594531434655673 0.7941411435604095 0.9920953443646431 0.9861965924501419 0.0018436312675476074 0.0030785799026489258 0.021649325846110328 0.1811842612749305 0.004438109764269541 0.8752403976395726 0.2309001237154007
245      0.8835955506021326 0.875443862152822 0.8950047791004181 0.9437392042497549 0.03744845311431322 0.024480730295181274 0.9152224334803495 0.9674488828549288 0.7693680822849274 0.9555474158924318 0.8114685416221619 0.9914880055730994 0.9788928627967834 0.03430134057998657 0.009479522705078125 0.03260398313958119 0.16955499080099098 0.009544072815598968 0.9621708501469005 0.7906501293182373
246      0.9018675519360436 0.9012180293268628 0.9138153642416 0.9483943921633256 0.0018437132239341736 0.001957044005393982 0.9206349949042002 0.9846685203664265 0.838429182767868 0.9460197325887769 0.763043999671936 0.977978380786048 0.9813657850027084 0.0046117305755615234 0.003709077835083008 0.017051672331968123 0.2101721836249998 0.0009542743720156483 0.882117144142588 0.030271325260400772
247      0.8913830174849584 0.8826855518496954 0.9034875631332397 0.938977019518134 0.012828821485692754 0.0035371631383895874 0.9312090483995584 0.9809001152397228 0.8363469541072845 0.9566587404210001 0.7971120774745941 0.9867472169949457 0.9755378812551498 0.0046117305755615234 0.005013942718505859 0.015757493966039253 0.18131074505393951 0.001192337447538503 0.880109719072397 0.030271422117948532
248      0.8959310352802277 0.886975727298043 0.892885223031044 0.9590450678499515 0.04235195571726014 0.02495509386062622 0.9086621238125695 0.974773370037262 0.7691304087638855 0.9402520439415447 0.7592118680477142 0.9896352705748185 0.9882090240716934 0.002230405807495117 0.6662047803401947 0.02134840788656155 0.10757466112660147 0.008624427785399916 0.9560865031348335 0.8335624933242798
249      0.8534157767015345 0.8544805040565342 0.8194117248058319 0.9394937329205023 0.0016172492142879635 0.001490265130996704 0.9150092058322009 0.9638924025982654 0.7548366785049438 0.9425054182337806 0.7435184419155121 0.978826805563534 0.9903013557195663 0.0058830976486206055 0.0008252263069152832 0.029871495271054663 0.21931164918138354 0.003276757172957663 0.9625218756058637 0.8734341263771057
250      0.897567344563348 0.8895270705416605 0.8940544426441193 0.9685989212011918 0.03676847194103483 0.035880833864212036 0.9161733325038638 0.9184136108367449 0.7122726291418076 0.9401250858254055 0.7555691301822662 0.99240213910245 0.9772092252969742 0.0061716437339782715 0.07840269804000854 0.01912997729858478 0.07834599964691719 0.010004401535853222 0.8314436312232699 0.035638198256492615
251      0.8790621757507324 0.8775916427373887 0.8817192912101746 0.9362432291874518 0.00954220848759324 0.0047257691621780396 0.9095504950074589 0.971250387084849 0.76308673620224 0.9573798553922988 0.7995744049549103 0.9989063608646392 0.9852383434772491 0.005683958530426025 0.004636526107788086 0.03805029444333976 0.28407278867591385 0.0026813308232833794 0.9178128245779696 0.03027147613465786
252      0.8849295973777771 0.8837400555610657 0.8724753856658936 0.9479839361763145 0.014593165119489049 0.004120767116546631 0.9123882373174032 0.955943440265056 0.7962754964828491 0.9501122793801855 0.7962754964828491 0.9945499408245086 0.9790374636650085 0.008971750736236572 0.0032492876052856445 0.030574412825248844 0.2190499733986628 0.0009237578877749904 0.9501760284105937 0.7905188798904419
253      0.8978075484434763 0.8998200421531994 0.8821443170309067 0.9553222562481717 0.03088187277317045 0.023442894220352173 0.8940025468667349 0.9434239155530033 0.7846597135066986 0.9603929315496531 0.8103331625461578 0.9874882482100225 0.9850236475467682 0.012039780616760254 0.011476099491119385 0.01723659192116728 0.10553342410892437 0.0025158606589852795 0.9074140439430872 0.5097821950912476
254      0.8453865835541173 0.8530513709674963 0.8917316794395447 0.941759925825983 0.006797104170828128 0.0021188557147979736 0.8934988065769798 0.9623748921630879 0.7735317945480347 0.9569875374475654 0.8028052449226379 0.9680452630394384 0.971688836812973 0.009128272533416748 0.0014300346374511719 0.019139168840856875 0.194976986013757 0.0011611618737418393 0.9377627372741699 0.8398897647857666
255      0.8663354516029358 0.8722989309046949 0.8890788108110428 0.940875012065932 0.0017873610174933274 0.0036351680755615234 0.9120574171344439 0.9738145139536192 0.7610273957252502 0.9597271043913693 0.8070341646671295 0.9801172925078351 0.9872436225414276 0.016259372234344482 0.005082845687866211 0.03421775275741659 0.31115187229140817 0.004620763359185697 0.9626199329892794 0.7671602964401245
256      0.8749548428588443 0.8739885794112332 0.8697290271520615 0.9379744616053266 0.0020760419693860444 0.002508014440536499 0.9030665506919225 0.9756274175011761 0.7611025273799896 0.9478931210747419 0.7674853801727295 0.9999691300921969 0.9755283892154694 0.003374457359313965 0.003269672393798828 0.034119182188668995 0.2553606727929537 0.005482009383907081 0.954413996802436 0.8346657752990723
257      0.8691283188484333 0.8691281842302393 0.9061873555183411 0.937825286294132 0.005493026445893667 0.00270041823387146 0.9123292013450905 0.9672750596906479 0.8338203728199005 0.9412134765712228 0.7690463960170746 0.9931884871147297 0.9770414233207703 0.0046117305755615234 0.0012803077697753906 0.017168683111178012 0.24339126565109542 0.0006747875537442586 0.9198201374599227 0.030271317809820175
258      0.9031680481774467 0.8921187390367706 0.8878368139266968 0.9695456762050019 0.036964400893165994 0.048591017723083496 0.9092750549316406 0.9587427594333509 0.7286501824855804 0.939307308912813 0.753902792930603 0.9804391281575149 0.9662315845489502 0.09237813949584961 0.044587910175323486 0.015207159551271613 0.066082568513946 0.005307071131908754 0.924710852759225 0.7091881036758423
259      0.8757541436288092 0.8874741307066547 0.8523808717727661 0.9400504825210105 0.006466432307895897 0.0013714581727981567 0.8910822802119784 0.9093124424556485 0.7034076750278473 0.9594573282972831 0.8093439340591431 0.9955488139722083 0.9857149571180344 0.028508007526397705 0.004421889781951904 0.026826553172778007 0.24113089124923032 0.002681328266168259 0.9217980507140359 0.03027147613465786
260      0.8822624325752259 0.8797061546572618 0.8443994298577309 0.9264434479471573 0.002754515209117847 0.0014083236455917358 0.9299909219145774 0.9801647638473092 0.8171733617782593 0.9553902840715045 0.8101686835289001 0.9956262004375458 0.9742872267961502 0.008333861827850342 0.0017549991607666016 0.03158280539626581 0.3045780229998696 0.0005920888965811936 0.9184327813796699 0.03027147613465786
261      0.8765903454402397 0.8869290808812151 0.8746847659349442 0.9401209644782238 0.0017248657532036304 0.0020048022270202637 0.9141925321570759 0.9278964304118853 0.7292732745409012 0.9585234785461072 0.7945005297660828 0.988781559949872 0.9863483309745789 0.004770040512084961 0.0018435120582580566 0.034365674979307315 0.3515374169252171 0.0026813308232833794 0.9369173665241949 0.030271288007497787
262      0.8980998049179713 0.8854464885024798 0.8351790085434914 0.942224276860555 0.015597356793781159 0.006804525852203369 0.9214329198002815 0.9757799659620687 0.7750442028045654 0.9461139326072932 0.7704201340675354 0.9798363318045934 0.9876949191093445 0.008892357349395752 0.003709077835083008 0.031237451389899796 0.19623796146109235 0.0009542743720156483 0.9639297326405843 0.8600465059280396
263      0.8761794132490953 0.8801624286210253 0.9141640812158585 0.9431602960537533 0.0007492833667330778 0.00039440393447875977 0.9286607665320238 0.9730658058390276 0.8473156988620758 0.9625154079753884 0.8181785047054291 0.9908282296273155 0.978541299700737 0.0032647252082824707 0.0032563209533691406 0.017237990692689067 0.3021396605804721 0.00024086452006706412 0.9481451064348221 0.689810574054718
264      0.8899134262041613 0.8768954169187513 0.8459116443991661 0.9424065688665766 0.007675657111607226 0.002914518117904663 0.9174064208160747 0.9602069502583479 0.7870528101921082 0.9533967933000849 0.7830559611320496 0.9897690002484755 0.9737167358398438 0.04806232452392578 0.028297901153564453 0.019999616442099494 0.19843236890657182 0.0021838090293860844 0.9172491458329287 0.4158799946308136
265      0.8838747420481273 0.8846361199756722 0.8871366679668427 0.967567634662144 0.04596507425109542 0.04686520993709564 0.8958072662353516 0.8837366987782285 0.6479456722736359 0.9405159167350186 0.7676669657230377 0.9986300194485588 0.9630373269319534 0.024894773960113525 0.751839891076088 0.023067072192379676 0.08315845627038082 0.010692198564355562 0.867562649505479 0.15729592740535736
266      0.9105328520139059 0.8983152784181364 0.914720892906189 0.9682624584912134 0.03734803572297096 0.04237549006938934 0.94959656894207 0.9903900102892109 0.8982994556427002 0.9429106024470499 0.7560616731643677 0.976919233367063 0.9829242676496506 0.002592623233795166 0.010238587856292725 0.020285154102584264 0.07933773560300718 0.010692203662794357 0.9050983289877573 0.5637831687927246
267      0.8828989439889005 0.8953546371899153 0.8895293325185776 0.9384459093825458 0.006529341425214441 0.0038475096225738525 0.9188578771917444 0.9799057329470031 0.86444491147995 0.9505636475441861 0.7807942628860474 0.9953162390307376 0.9647684544324875 0.0201682448387146 0.003709077835083008 0.017023294685257165 0.23273110299003114 0.0006729867965829156 0.8689259892623675 0.030271422117948532
268      0.8588789366185665 0.870521960206903 0.8271162584424019 0.941344475043415 0.01074715094132861 0.00990450382232666 0.9021967083215714 0.9672378484915152 0.7801275253295898 0.9582399173911007 0.8085469007492065 0.9840506558120251 0.9633050262928009 0.0021829605102539062 0.002495110034942627 0.01425425880469763 0.17699578298368365 0.0009542725518834654 0.9094653338193893 0.6445198059082031
269      0.8974384615818659 0.8852692912473823 0.8925732970237732 0.9663356738012345 0.033787937425985515 0.005464538931846619 0.9474011858304342 0.9906524660188287 0.8992810249328613 0.9397853019166647 0.7603833079338074 0.9882516521906508 0.9822289794683456 0.08716607093811035 0.6537712812423706 0.023075787913865983 0.07891077206113181 0.014396003117081883 0.9240962564945221 0.6622243523597717
270      0.8918884869884042 0.8916678277885213 0.8757639974355698 0.932532750141053 0.014818290248513222 0.015189409255981445 0.921402203686097 0.9848053233358627 0.7991487979888916 0.9522338656773996 0.7878178358078003 0.9859290889431449 0.9770414233207703 0.0046117305755615234 0.003709077835083008 0.020871965419471943 0.2250593928188865 0.0009542739169822772 0.868180209880366 0.030271317809820175
271      0.9009671807289124 0.8922344266126554 0.8569615855813026 0.958355538547039 0.044635566075642896 0.02608621120452881 0.9137062951922417 0.9686561672008649 0.782604843378067 0.9465208550742492 0.7786184847354889 0.9851285102574722 0.9861345589160919 0.006710052490234375 0.650959700345993 0.02190509723230014 0.10966583798559752 0.005844644208265456 0.979825496673584 0.9584004878997803
272      0.8856054587023598 0.8851097809610429 0.9139252305030823 0.9592898629994189 0.025663121092704078 0.006888538599014282 0.9120195135474205 0.9603675821352842 0.7444040924310684 0.9434139992555917 0.7711469531059265 0.9995618297816803 0.9379303604364395 0.01553577184677124 0.0032492876052856445 0.01846096589544242 0.12933015653152216 0.0009237556853671856 0.9533247223922184 0.6191244125366211
273      0.8548854386264627 0.8643074164773361 0.8261321634054184 0.9365555140105161 0.0021282448010011557 0.003116920590400696 0.8908344778147611 0.9671444463031245 0.7710410356521606 0.8942030739842552 0.6747224628925323 0.9842093789035623 0.9861215949058533 0.012225925922393799 0.0011550188064575195 0.02253501162284021 0.22516088361787498 0.0026022773020641992 0.9245456944812428 0.45372068881988525
274      0.8764907294511795 0.8736984023238932 0.7715692687779665 0.9454835349520048 0.002335397221825297 0.0031673014163970947 0.9205510318279266 0.9301548440850156 0.7289392054080963 0.9592752635570161 0.7920582890510559 0.9906570980600689 0.9931398332118988 0.006578028202056885 0.0018170475959777832 0.023823601482296525 0.29280648439492685 0.000674789162565074 0.9528379034996033 0.7721171379089355
275      0.8957579540354865 0.8985997331175175 0.8955389261245728 0.9458072388814728 0.00612592616596741 0.011709585785865784 0.9182408452033997 0.9727861820734187 0.8468701541423798 0.9601837523732248 0.821711391210556 0.9811877990620477 0.9766401052474976 0.015439510345458984 0.005013942718505859 0.010621115003053476 0.20734955520315393 0.0006729874383934448 0.9207750814301627 0.6756057143211365
276      0.884787210396358 0.8743036919600005 0.9094823598861694 0.9595951460357895 0.04515071592088471 0.0249645859003067 0.9229402073792049 0.9422643610364458 0.7517304122447968 0.9452391748518991 0.7532646656036377 0.9992938943160987 0.9889148771762848 0.18516689538955688 0.904882587492466 0.01779502122313248 0.09389378811703979 0.002943732810765431 0.9461265206336975 0.8086717128753662
277      0.8784853094502499 0.8693588586491451 0.7621246231719851 0.937535459779807 0.01818292960524559 0.008536681532859802 0.9136005734142504 0.9778837002025016 0.8608575165271759 0.9371800572041167 0.725938081741333 0.9947893125132511 0.9797581136226654 0.012160897254943848 0.003709077835083008 0.01306636560165264 0.19415832220354562 0.0006729867965829156 0.930455290957501 0.33829692006111145
278      0.8760953226259777 0.8656785239066396 0.8891917169094086 0.9572115183881159 0.044833163588734015 0.024534359574317932 0.9155624487570354 0.8985413307699199 0.6564986258745193 0.9398322465404192 0.7643527984619141 0.9921341536578184 0.9849526286125183 0.002345740795135498 0.7787991613149643 0.026992246146155145 0.10565859942025438 0.008945269277084604 0.9866189701216561 0.9803361296653748
279      0.8953110749522845 0.8916127396126587 0.9061479717493057 0.9615072236884208 0.03518261663291766 0.014776170253753662 0.9089558708171049 0.9429490786644643 0.711862102150917 0.9484563374442558 0.7718625068664551 0.9911763286892918 0.9471444934606552 0.02034735679626465 0.003709077835083008 0.021850567299638825 0.139492566335759 0.0009542725518834654 0.9618186006943384 0.7686892151832581
280      0.8900722243956157 0.8803818354294414 0.9129308760166168 0.9309858579475147 0.013552674540766918 0.023687660694122314 0.9239747630698341 0.9760661972503639 0.8086815178394318 0.9399740442236739 0.7707723081111908 0.9856108102628163 0.9859409928321838 0.022677898406982422 0.003709077835083008 0.036966602656322387 0.23977627729753465 0.0009542734619491228 0.8277881919805493 0.027255535125732422
281      0.9226448386907578 0.9091173210740089 0.8967040330171585 0.9664922909676842 0.04142093232699806 0.02489638328552246 0.8975254017859697 0.974260748734654 0.7271004468202591 0.9358706893327557 0.7417879402637482 0.9629415409720462 0.981196254491806 0.0034099817276000977 0.0091780424118042 0.027977778152434546 0.10438796039369745 0.014395996252534304 0.9313414394855499 0.5767212510108948
282      0.9090950824320316 0.8972598732533781 0.9127332270145416 0.9598609785312217 0.037759784076895064 0.02137744426727295 0.9294609576463699 0.9871850605031405 0.8217092752456665 0.9427289787988968 0.7628769874572754 0.976326662723137 0.9893661141395569 0.024614274501800537 0.6509580910205841 0.011694990564993934 0.09388579664673621 0.0021731107522348957 0.9609088152647018 0.8618482947349548
283      0.8920300858361381 0.8790310071660327 0.8857975453138351 0.9591571419732645 0.04235191236842761 0.02613842487335205 0.9247363635471889 0.9521260921113308 0.7450432479381561 0.9362457597456624 0.7450432479381561 0.9936898833846454 0.9882090240716934 0.6369443535804749 0.6818856298923492 0.02324787825700384 0.10193461892154307 0.00846599674629407 0.9739197152001517 0.9027026295661926
284      0.902667543717793 0.8921537052733557 0.8876383900642395 0.9646311264038085 0.040533917024731636 0.033802181482315063 0.9265263293470655 0.9863629082487648 0.8006440103054047 0.9380697604783581 0.7477394938468933 0.9823720799469801 0.9865345656871796 0.0012168288230895996 0.005888640880584717 0.025474808781609997 0.08149492372942976 0.014081153661075683 0.9618818419320243 0.8696035742759705
285      0.8908527574755929 0.8880733749522685 0.8994436264038086 0.941279960423708 0.03233059644699099 0.026217713952064514 0.9168579415841536 0.9801269290453165 0.8262397348880768 0.9530195694989345 0.7979680895805359 0.9880690397999503 0.9652909338474274 0.0018329620361328125 0.04822057485580444 0.02824754385578378 0.17682455867985886 0.0010733959290780638 0.8533490618521516 0.12186335772275925
286      0.9012059159576893 0.8914526418596507 0.9037425965070724 0.9603724154111969 0.03439454336961112 0.026365652680397034 0.9302339777350426 0.9819039105129725 0.8292123377323151 0.9483560218923275 0.7728521525859833 0.9862263133020505 0.9876106232404709 0.021667897701263428 0.666204959154129 0.017176982420073702 0.10057921295743737 0.002804475476174814 0.9740754440426826 0.9431544542312622
287      0.8709368646144867 0.8643455209476607 0.8698937892913818 0.9549773485936555 0.03154243978243021 0.02279241383075714 0.9171351090073585 0.9189159549589734 0.7144443541765213 0.9467538871117691 0.7487668097019196 0.9837001372938571 0.9770080149173737 0.024999916553497314 0.05133622884750366 0.018886549644427143 0.13525238387086466 0.0037120450316383705 0.903959321975708 0.2999970316886902
288      0.8932209246688418 0.8854461058643128 0.846038930118084 0.9599292482200422 0.01958426833152771 0.02558910846710205 0.9171219269434611 0.9744663544062817 0.7377969026565552 0.9453842827067729 0.7827471792697906 0.9917159269829303 0.986487090587616 0.0030170083045959473 0.0011706948280334473 0.030104081624725085 0.11360805074289099 0.014396009981632736 0.9025615354379019 0.39768508076667786
289      0.8766554513802896 0.868806734245557 0.8789858222007751 0.9409791021353663 0.0015567948420842637 0.0010526329278945923 0.9117694886831137 0.9815042719815494 0.8521803319454193 0.9605648414982717 0.8145521283149719 0.9958796468606362 0.9857149571180344 0.0018772482872009277 0.009437978267669678 0.030830636783127068 0.36674933596489584 0.0020318478608085445 0.9293725309320368 0.03027147613465786
290      0.8436930097639561 0.8596319904610996 0.8826209753751755 0.9393951903352852 0.0017658650875091997 0.0033964961767196655 0.9137450337409974 0.9652659754955732 0.7980702221393585 0.9423916509178323 0.7486744821071625 0.9677666462957859 0.9853208363056183 0.011044859886169434 0.004767477512359619 0.019910649656005728 0.2429764800264688 0.0014274732363385141 0.9451099514961243 0.8089488744735718
291      0.8965805545449257 0.8917214074595408 0.8483522012829781 0.9599355801426132 0.0423519245602868 0.02560839056968689 0.9114407617598772 0.9439229308653188 0.7127832919359207 0.9356926429318131 0.7362919598817825 0.9901961519018464 0.9882090240716934 0.3950716257095337 0.666204959154129 0.018425726715457183 0.09491196801026988 0.003932808002838589 0.9730708673596382 0.8812246322631836
292      0.8751390959535327 0.8634513308238324 0.7776571363210678 0.9369092619208419 0.010797237408788574 0.013729572296142578 0.9039548273597445 0.9653008379083658 0.797580748796463 0.9461794448938008 0.7569428980350494 0.999304199389049 0.9792719483375549 0.006785750389099121 0.005502879619598389 0.02953548577752527 0.235924220951111 0.002681328266168259 0.9021989196272833 0.03027147613465786
293      0.8903768871511731 0.8846407418180569 0.9087391793727875 0.942905252059681 0.013356848723358627 0.008889049291610718 0.9140120042221886 0.9626842422754756 0.798567920923233 0.9423908252753024 0.7922642529010773 0.986846885255405 0.9818412661552429 0.0012074708938598633 0.004067599773406982 0.021814630717711538 0.16374723101064856 0.0019289469258256349 0.8741961057697024 0.44951578974723816
294      0.9018219895660877 0.8898133371025324 0.9089115262031555 0.9610997779360078 0.0226545442234386 0.024990051984786987 0.9187502004206181 0.9804435980746398 0.8217058479785919 0.960447141356326 0.7903359532356262 0.9871062294620535 0.9890206456184387 0.007877886295318604 0.7847981452941895 0.008961079891462142 0.08840299430235325 0.0011787548338121469 0.9208594188094139 0.6742405295372009
295      0.9002598949841091 0.8860109595741544 0.8945730626583099 0.9587848204219208 0.04167003004715364 0.030801042914390564 0.9400898431028638 0.9841182997529998 0.8340380191802979 0.9256092703973531 0.7345675528049469 0.9836497503037779 0.9895567893981934 0.00208204984664917 0.07381588220596313 0.025823201893815644 0.10888954128719554 0.007357988332143341 0.9677186778613499 0.9158005714416504
296      0.8755247784512383 0.8747599757143429 0.8926956802606583 0.964530005497117 0.04405267226199305 0.03660374879837036 0.8980931575809207 0.9065027768915781 0.6682320982217789 0.938398418542663 0.7587372064590454 0.991563582272263 0.9854011982679367 0.001186370849609375 0.016462504863739014 0.026224481696048657 0.10225604716309361 0.014081153661075683 0.9251753773008075 0.6514196991920471
297      0.8765677784880003 0.8761656825386342 0.9079236537218094 0.9312321649345218 0.0023462262706480663 0.0005817711353302002 0.9198451948662599 0.9722226994953758 0.7899632453918457 0.9567032603897583 0.8013583719730377 0.9972327690323194 0.9889844059944153 0.005542755126953125 0.001210629940032959 0.023417689003900996 0.264440490687333 0.0005920891789112476 0.9213106386208286 0.03027147613465786
298      0.8854465000331402 0.879522927030921 0.9008359760046005 0.9602685654388994 0.04247516545198726 0.027875497937202454 0.9077803045511246 0.9272615620289599 0.7128756642341614 0.9450323718817089 0.771965503692627 0.9999945129713287 0.989794135093689 0.2940959930419922 0.666204959154129 0.02611884674471707 0.10984951302311928 0.00835961218224425 0.9862572327256203 0.9783095121383667
299      0.9008110374212265 0.880004632472992 0.876301571726799 0.9448021647934904 0.03898730898095715 0.023687660694122314 0.9255503952503205 0.966900595229113 0.7999372184276581 0.9478182566930924 0.7971735596656799 0.9774390435218812 0.9754505604505539 0.03166383504867554 0.005013942718505859 0.03306138293536622 0.17546397689706913 0.0012814923809663834 0.9153439164161682 0.3594435453414917
300      0.8740488076987474 0.8809277728801559 0.8837568014860153 0.9394170309253161 0.0006765858693555948 0.000222131609916687 0.911540968262631 0.9134555727845952 0.7110441625118256 0.9599602256016162 0.8175779581069946 0.9836674157692038 0.9881254434585571 0.003124713897705078 0.025863289833068848 0.018525162882857146 0.25828646641753705 0.0018211004396813508 0.9535795476125635 0.818672239780426
301      0.8787222355604172 0.8830373898148537 0.8979867398738861 0.9384934052016384 0.001499294507794291 0.001118093729019165 0.9086515679955482 0.9787001405101563 0.8287487924098969 0.9535318233759096 0.8180632293224335 0.9997920542955399 0.9714894145727158 0.04110795259475708 0.009613513946533203 0.03129849812466041 0.2536082377107267 0.005460579770695932 0.960886400938034 0.8885073661804199
302      0.8527874803543091 0.874586459833842 0.9280958920717239 0.9403813215836667 0.002492218712965677 0.0024900585412979126 0.8996735322475433 0.960357249717724 0.8323421478271484 0.9561562621181245 0.7989941835403442 0.9771186655759811 0.969950407743454 0.007981598377227783 0.00251162052154541 0.012067018268883489 0.18867244770014524 0.0009542743720156483 0.9147511857002973 0.030271632596850395
303      0.8979986011981964 0.8915656845677983 0.9093152731657028 0.9609041881899462 0.0423519245602868 0.025608375668525696 0.9187351763248444 0.9631349788934926 0.790090799331665 0.9450625253043601 0.7512469291687012 0.9874385128850522 0.9882090240716934 0.06852960586547852 0.666204959154129 0.016855352020290516 0.09247028234127747 0.004089601966177193 0.9702777117490768 0.9073206782341003
304      0.8502440703542609 0.8667193822532531 0.8835935741662979 0.9397280281819638 0.0015143813455805732 0.001017734408378601 0.9033456805505251 0.9688362963103927 0.8452209830284119 0.9608849440096416 0.8198771774768829 0.9718879837425132 0.982805073261261 0.010307133197784424 0.006527245044708252 0.024505237517864892 0.2416925325661853 0.002245815223716603 0.8754925514130216 0.030271422117948532
305      0.8911790427836505 0.8873770491914316 0.9066086411476135 0.9446229089286413 0.013502953840153542 0.010555192828178406 0.9179808849638159 0.983360778664899 0.8337976038455963 0.9281538903492024 0.735970139503479 0.9855815419283781 0.9752970933914185 0.008966982364654541 0.0017549991607666016 0.021381099232451118 0.25746546160321243 0.0005920894612414365 0.9287734413519502 0.03027147613465786
306      0.9074294500880771 0.8975287033150894 0.9020813852548599 0.9630447315304193 0.04238073934208264 0.027142122387886047 0.907106426027086 0.9797869664023544 0.7994466423988342 0.9407938402941252 0.7608809769153595 0.9785210400963752 0.9881894290447235 0.04952597618103027 0.4057936668395996 0.019403620846020892 0.09759185138899622 0.007352012170311214 0.9770528674125671 0.8953173756599426
307      0.8613775461912155 0.8645731537469796 0.8804569989442825 0.9400889772966684 0.0011525061623803845 0.0009438097476959229 0.914789865911007 0.9679589436692915 0.7882141470909119 0.9623991099342124 0.8231779634952545 0.9812460905313493 0.9889844059944153 0.09158635139465332 0.002954542636871338 0.013015473261140456 0.22952535057962578 0.0010841736461278458 0.9115035861730576 0.5281060934066772
308      0.9048472084105015 0.893062976077199 0.881019651889801 0.9578146676759463 0.02719180546109634 0.03443455696105957 0.9136935919523239 0.98074403131504 0.8037331700325012 0.9500173116111634 0.7927033603191376 0.9827853118919808 0.981288343667984 0.3751410245895386 0.7136123776435852 0.03694151605844785 0.1291232363112104 0.014396009981632736 0.8997091166675091 0.28741350769996643
309      0.9108327286584037 0.9008019694260189 0.90514075756073 0.9644657794935295 0.0379281731752249 0.023046910762786865 0.9362462290695736 0.9898951320650831 0.8846808075904846 0.9345980867356336 0.7544008791446686 0.9727937887359109 0.9804745316505432 0.002592623233795166 0.009281337261199951 0.014162485447432423 0.08178102491723621 0.004279151772510017 0.8920638561248779 0.5637825727462769
310      0.8642914108932018 0.8675355938478158 0.8064777627587318 0.9380101933471021 0.006088249145015601 0.007266193628311157 0.9040424525737762 0.9645494399651824 0.7963451445102692 0.9577469103667484 0.8062866628170013 0.9855144910514355 0.9755378812551498 0.0016628503799438477 0.003709077835083008 0.020110853316776152 0.2701668408109136 0.0009542761921513029 0.9121124134398997 0.030271317809820175
311      0.8760619392761817 0.8759911068520703 0.8650872930884361 0.950040209433232 0.009671464281262088 0.007197439670562744 0.9223867425551782 0.973530449721161 0.7885846197605133 0.9590088582426688 0.801169753074646 0.9907107556544019 0.9819463193416595 0.009278535842895508 0.018423914909362793 0.03170175738182996 0.1795777115884774 0.0073546805016960135 0.9522701639395493 0.5711091160774231
312      0.8908927864149997 0.8830242724440903 0.8058391325175762 0.927734067126856 0.0051665231585502625 0.011632576584815979 0.9141190993158441 0.9781779706735794 0.8133905529975891 0.9505892280561739 0.7768577635288239 0.9843284350319913 0.9903013557195663 0.00553661584854126 0.0032492876052856445 0.02823624934565901 0.26669768238250663 0.0009237578877749904 0.9716251461129439 0.9095659255981445
313      0.9067802599498204 0.8913755758319581 0.8825493305921555 0.9596112672817836 0.0441076775728646 0.027875497937202454 0.9372664604868207 0.9799569310817873 0.8285842835903168 0.9451459555508572 0.7724367082118988 0.9797699631000898 0.9874857664108276 0.4167770743370056 0.7787991613149643 0.02918500917879209 0.11673581013849682 0.012834260611607843 0.9763090014457703 0.918449878692627
314      0.8740416277538646 0.8719047511165792 0.8494047001004219 0.9413782154418984 0.03420151770114899 0.013255536556243896 0.9172816547480497 0.9784713842588673 0.8187782168388367 0.9447008924102764 0.7814661264419556 0.9950196607004512 0.9811308085918427 0.02598816156387329 0.005074977874755859 0.039984432436697116 0.21468823403298642 0.01246185722555195 0.9247734167359092 0.6585922837257385
315      0.9030368534418253 0.892706747834499 0.896278515458107 0.9627907898298091 0.02461540825823516 0.023687660694122314 0.9148219250715696 0.9655880187927082 0.7346189022064209 0.9491812342707124 0.7765682339668274 0.9852503979684517 0.9748491048812866 0.0074059367179870605 0.0032492876052856445 0.017347810200927953 0.11350863348424506 0.0009237556853671856 0.9362898354346936 0.41986849904060364
316      0.8983927108347416 0.8923503118143841 0.894799217581749 0.9567837208509445 0.04225810414010833 0.024385809898376465 0.934198010712862 0.9802670579917896 0.8376924097537994 0.942433775338543 0.7616549134254456 0.9876801386151625 0.9882090240716934 0.016393303871154785 0.778798833489418 0.016318022616533673 0.10014252953854677 0.0034294220153443964 0.9137554652988911 0.49457767605781555
317      0.8782029097730463 0.8792728036642075 0.8717623800039291 0.9574043023235658 0.029198135932286595 0.011963695287704468 0.9289548261599108 0.9823200707955184 0.861633688211441 0.9385447581838271 0.7697788178920746 0.9937963366744075 0.977813333272934 0.0018413662910461426 0.008378148078918457 0.02019137593201083 0.09409139572256045 0.0028948170242208303 0.979872383854606 0.955198347568512
318      0.8875034660100937 0.8755858006221907 0.8928785622119904 0.9430389409452986 0.006860254208246874 0.005903646349906921 0.917628464102745 0.9727493708325863 0.7630516588687897 0.9578150453779468 0.8016209304332733 0.9948012441396713 0.9721940904855728 0.5414711236953735 0.014898538589477539 0.024636776268126364 0.2154563147859311 0.001963101541827768 0.8941337332129479 0.21602635085582733
